Year,Date,State,Site,Transect,PlantID,CommonName,FloweringUnit,Count,Notes
2019,6/12/19,Massachusetts,Upton,1,Galium mollugo,hedge bedstraw,branch off the main stem,3397,
2019,6/12/19,Massachusetts,Upton,4,Stellaria graminea,chickweed,flower,1,7 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,4,Potentilla simplex,common cinquefoil,flower,10,
2019,6/12/19,Massachusetts,Upton,4,Trifolium pratense,pink clover,head,90,
2019,6/12/19,Massachusetts,Upton,4,Rubus argutus,sawtooth blackberry,inflorescence,11,
2019,6/12/19,Massachusetts,Upton,4,Pilosella caespitosa,hawkweed,flower,9,
2019,6/12/19,Massachusetts,Upton,4,Achillea millefolium,yarrow,head,1,
2019,6/12/19,Massachusetts,Upton,4,Galium mollugo,hedge bedstraw,branch off the main stem,1911,
2019,6/12/19,Massachusetts,Upton,5,Trifolium repens,white clover,head,12,70 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,5,Rubus argutus,sawtooth blackberry,inflorescence,25,
2019,6/12/19,Massachusetts,Upton,5,Trifolium pratense,pink clover,head,3,
2019,6/12/19,Massachusetts,Upton,5,Potentilla simplex,common cinquefoil,flower,43,
2019,6/12/19,Massachusetts,Upton,5,Galium mollugo,hedge bedstraw,branch off the main stem,2331,
2019,6/12/19,Massachusetts,Upton,6,Rubus argutus,sawtooth blackberry,inflorescence,5,16 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,6,Trifolium repens,white clover,head,40,
2019,6/12/19,Massachusetts,Upton,6,Trifolium pratense,pink clover,head,30,
2019,6/12/19,Massachusetts,Upton,6,Potentilla simplex,common cinquefoil,flower,6,
2019,6/12/19,Massachusetts,Upton,6,Pilosella caespitosa,hawkweed,flower,1,
2019,6/12/19,Massachusetts,Upton,6,Galium mollugo,hedge bedstraw,branch off the main stem,1012,
2019,6/12/19,Massachusetts,Upton,8,Potentilla simplex,common cinquefoil,flower,254,190 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,8,Trifolium pratense,pink clover,head,96,
2019,6/12/19,Massachusetts,Upton,8,Pilosella caespitosa,hawkweed,flower,5,
2019,6/12/19,Massachusetts,Upton,8,Trifolium repens,white clover,head,5,
2019,6/12/19,Massachusetts,Upton,8,Leucanthemum vulgare,oxeye daisy,head,5,
2019,6/12/19,Massachusetts,Upton,8,Galium mollugo,hedge bedstraw,branch off the main stem,2074,
2019,6/12/19,Massachusetts,Upton,10,Potentilla simplex,common cinquefoil,flower,61,267 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,10,Geranium maculatum,spotted geranium,flower,2,
2019,6/12/19,Massachusetts,Upton,10,Trifolium repens,white clover,head,11,
2019,6/12/19,Massachusetts,Upton,10,Houstonia caerulea,azure bluet,flower,5,
2019,6/12/19,Massachusetts,Upton,10,Trifolium pratense,pink clover,head,2,
2019,6/12/19,Massachusetts,Upton,10,Galium mollugo,hedge bedstraw,branch off the main stem,242,
2019,6/12/19,Massachusetts,Upton,9,Potentilla simplex,common cinquefoil,flower,116,252 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,9,Trifolium pratense,pink clover,head,37,
2019,6/12/19,Massachusetts,Upton,9,Erigeron annuus,fleabane,head,3,
2019,6/12/19,Massachusetts,Upton,9,Trifolium repens,white clover,head,4,
2019,6/12/19,Massachusetts,Upton,9,NA,NA,NA,5,unknown yellow
2019,6/12/19,Massachusetts,Upton,9,Rubus argutus,sawtooth blackberry,inflorescence,4,
2019,6/12/19,Massachusetts,Upton,9,Pilosella caespitosa,hawkweed,flower,8,
2019,6/12/19,Massachusetts,Upton,9,Galium mollugo,hedge bedstraw,branch off the main stem,1333,
2019,6/12/19,Massachusetts,Upton,7,Potentilla simplex,common cinquefoil,flower,32,320 degrees for transect direction
2019,6/12/19,Massachusetts,Upton,7,Trifolium repens,white clover,head,7,
2019,6/12/19,Massachusetts,Upton,7,Erigeron annuus,fleabane,head,1,
2019,6/12/19,Massachusetts,Upton,7,Rubus argutus,sawtooth blackberry,inflorescence,4,
2019,6/12/19,Massachusetts,Upton,7,Galium mollugo,hedge bedstraw,branch off the main stem,2352,
2019,6/17/19,Massachusetts,Harvard,1,Vicia cracca,tufted vetch,raceme,57,329 degrees for transect direction
2019,6/17/19,Massachusetts,Harvard,1,Trifolium pratense,pink clover,head,2,
2019,6/17/19,Massachusetts,Harvard,1,Rosa multiflora,multiflora rose,inflorescence,100,
2019,6/17/19,Massachusetts,Harvard,1,Ranunculus sp,buttercup sp,flower,5,
2019,6/17/19,Massachusetts,Harvard,1,Potentilla simplex,common cinquefoil,flower,42,
2019,6/17/19,Massachusetts,Harvard,1,Stellaria graminea,chickweed,flower,2,
2019,6/17/19,Massachusetts,Harvard,1,Geranium maculatum,spotted geranium,flower,3,
2019,6/17/19,Massachusetts,Harvard,1,Galium mollugo,hedge bedstraw,branch off the main stem,1951,
2019,6/17/19,Massachusetts,Harvard,1,Rhinanthus minor,yellow rattle,flower,10,
2019,6/17/19,Massachusetts,Harvard,2,Potentilla simplex,common cinquefoil,flower,5,129 degrees for transect direction
2019,6/17/19,Massachusetts,Harvard,2,Ranunculus sp,buttercup sp,flower,63,
2019,6/17/19,Massachusetts,Harvard,2,Stellaria graminea,chickweed,flower,13,
2019,6/17/19,Massachusetts,Harvard,2,Vicia cracca,tufted vetch,raceme,6,
2019,6/17/19,Massachusetts,Harvard,2,Rosa multiflora,multiflora rose,inflorescence,79,
2019,6/17/19,Massachusetts,Harvard,2,Oxalis stricta,oxalis,flower,7,
2019,6/17/19,Massachusetts,Harvard,2,Galium mollugo,hedge bedstraw,branch off the main stem,1197,
2019,6/18/19,Massachusetts,Harvard,3,Ranunculus sp,buttercup sp,flower,19,121 degrees for transect direction
2019,6/18/19,Massachusetts,Harvard,3,Stellaria graminea,chickweed,flower,4,
2019,6/18/19,Massachusetts,Harvard,3,Galium mollugo,hedge bedstraw,branch off the main stem,170,
2019,6/18/19,Massachusetts,Harvard,4,Rhinanthus minor,yellow rattle,flower,122,328 degrees for transect direction
2019,6/18/19,Massachusetts,Harvard,4,Vicia cracca,tufted vetch,raceme,21,
2019,6/18/19,Massachusetts,Harvard,4,Stellaria graminea,chickweed,flower,17,
2019,6/18/19,Massachusetts,Harvard,4,Ranunculus sp,buttercup sp,flower,62,
2019,6/18/19,Massachusetts,Harvard,4,Trifolium pratense,pink clover,head,49,
2019,6/18/19,Massachusetts,Harvard,4,Galium mollugo,hedge bedstraw,branch off the main stem,10,
2019,6/18/19,Massachusetts,Harvard,4,Potentilla simplex,common cinquefoil,flower,37,
2019,6/18/19,Massachusetts,Harvard,5,Potentilla simplex,common cinquefoil,flower,28,104 degrees for transect direction
2019,6/18/19,Massachusetts,Harvard,5,Stellaria graminea,chickweed,flower,23,
2019,6/18/19,Massachusetts,Harvard,5,Rhinanthus minor,yellow rattle,flower,1443,
2019,6/18/19,Massachusetts,Harvard,5,Rubus argutus,sawtooth blackberry,inflorescence,5,
2019,6/18/19,Massachusetts,Harvard,5,Trifolium pratense,pink clover,head,15,
2019,6/18/19,Massachusetts,Harvard,5,Galium mollugo,hedge bedstraw,branch off the main stem,190,
2019,6/18/19,Massachusetts,Harvard,5,Sisyrinchium atlanticum,eastern blue eyed grass,flower,1,
2019,6/18/19,Massachusetts,Harvard,5,Pilosella caespitosa,hawkweed,flower,4,
2019,6/18/19,Massachusetts,Harvard,5,Leucanthemum vulgare,oxeye daisy,head,7,
2019,6/19/19,Massachusetts,Harvard,6,Rhinanthus minor,yellow rattle,flower,18,5 degrees for transect direction
2019,6/19/19,Massachusetts,Harvard,6,Stellaria graminea,chickweed,flower,65,
2019,6/19/19,Massachusetts,Harvard,6,Vicia cracca,tufted vetch,raceme,8,
2019,6/19/19,Massachusetts,Harvard,6,Potentilla recta,sulphur cinquefoil,flower,1,
2019,6/19/19,Massachusetts,Harvard,6,Galium mollugo,hedge bedstraw,branch off the main stem,1635,
2019,6/19/19,Massachusetts,Harvard,7,Vicia cracca,tufted vetch,raceme,34,20 degrees for transect direction
2019,6/19/19,Massachusetts,Harvard,7,Stellaria graminea,chickweed,flower,10,
2019,6/19/19,Massachusetts,Harvard,7,Rosa multiflora,multiflora rose,inflorescence,65,
2019,6/19/19,Massachusetts,Harvard,7,Oxalis stricta,oxalis,flower,2,
2019,6/19/19,Massachusetts,Harvard,7,Potentilla recta,sulphur cinquefoil,flower,1,
2019,6/19/19,Massachusetts,Harvard,7,Galium mollugo,hedge bedstraw,branch off the main stem,3789,
2019,6/19/19,Massachusetts,Harvard,8,Oxalis stricta,oxalis,flower,10,163 degrees for transect direction
2019,6/19/19,Massachusetts,Harvard,8,Stellaria graminea,chickweed,flower,24,
2019,6/19/19,Massachusetts,Harvard,8,Vicia cracca,tufted vetch,raceme,25,
2019,6/19/19,Massachusetts,Harvard,8,Rosa multiflora,multiflora rose,inflorescence,14,
2019,6/19/19,Massachusetts,Harvard,8,Rhinanthus minor,yellow rattle,flower,15,
2019,6/19/19,Massachusetts,Harvard,8,Pilosella caespitosa,hawkweed,flower,18,
2019,6/19/19,Massachusetts,Harvard,8,Potentilla simplex,common cinquefoil,flower,22,
2019,6/19/19,Massachusetts,Harvard,8,Galium mollugo,hedge bedstraw,branch off the main stem,2029,
2019,6/19/19,Massachusetts,Harvard,9,Vicia cracca,tufted vetch,raceme,4,354 degrees for transect direction
2019,6/19/19,Massachusetts,Harvard,9,Potentilla simplex,common cinquefoil,flower,3,
2019,6/19/19,Massachusetts,Harvard,9,Ranunculus sp,buttercup sp,flower,3,
2019,6/19/19,Massachusetts,Harvard,9,Rosa multiflora,multiflora rose,inflorescence,36,
2019,6/19/19,Massachusetts,Harvard,9,Rhinanthus minor,yellow rattle,flower,4,
2019,6/19/19,Massachusetts,Harvard,9,Galium mollugo,hedge bedstraw,branch off the main stem,147,
2019,6/19/19,Massachusetts,Harvard,10,Stellaria graminea,chickweed,flower,65,322 degrees for transect direction
2019,6/19/19,Massachusetts,Harvard,10,Vicia cracca,tufted vetch,raceme,32,
2019,6/19/19,Massachusetts,Harvard,10,Galium mollugo,hedge bedstraw,branch off the main stem,2132,
2019,6/22/19,Massachusetts,Appleton,10,Galium mollugo,hedge bedstraw,branch off the main stem,28,118 degrees
2019,6/22/19,Massachusetts,Appleton,2,Vicia cracca,tufted vetch,raceme,3,142 degrees
2019,6/22/19,Massachusetts,Appleton,3,Iris versicolor,blue flag,NA,7,340 degrees
2019,6/22/19,Massachusetts,Appleton,3,Vicia tetrasperma,slender vetch,NA,4,"I've got photos and am a little unsure of this ID, if it seems unlikely I'm happy to share the photos - Ivara"
2019,6/22/19,Massachusetts,Appleton,3,Potentilla simplex,common cinquefoil,flower ,1,
2019,6/22/19,Massachusetts,Appleton,3,Thalictrum pubescens,tall meadow rue,NA,14,
2019,6/22/19,Massachusetts,Appleton,5,Vicia cracca,tufted vetch,raceme,34,114 degrees
2019,6/22/19,Massachusetts,Appleton,5,Potentilla simplex,common cinquefoil,flower ,26,
2019,6/22/19,Massachusetts,Appleton,5,Vicia tetrasperma,slender vetch,NA,33,"I've got photos and am a little unsure of this ID, if it seems unlikely I'm happy to share the photos - Ivara"
2019,6/22/19,Massachusetts,Appleton,5,Stellaria graminea,chickweed,flower,1,
2019,6/22/19,Massachusetts,Appleton,5,Galium mollugo,hedge bedstraw,branch off the main stem,112,
2019,6/22/19,Massachusetts,Appleton,6,Vicia cracca,tufted vetch,raceme,32,120 degrees
2019,6/22/19,Massachusetts,Appleton,6,Stellaria graminea,chickweed,flower,29,
2019,6/23/19,Massachusetts,Appleton,4,Stellaria graminea,chickweed,flower,2,237 degrees
2019,6/23/19,Massachusetts,Appleton,4,Galium mollugo,hedge bedstraw,branch off the main stem,432,
2019,6/23/19,Massachusetts,Appleton,9,Rosa multiflora,multiflora rose,inflorescence,8,344 degrees
2019,6/23/19,Massachusetts,Appleton,9,Sisyrinchium atlanticum,eastern blue eyed grass,flower,2,
2019,6/23/19,Massachusetts,Appleton,9,Vicia cracca,tufted vetch,raceme,11,
2019,6/23/19,Massachusetts,Appleton,9,Achillea millefolium,yarrow,head,8,
2019,6/23/19,Massachusetts,Appleton,9,Stellaria graminea,chickweed,flower,1,
2019,6/23/19,Massachusetts,Appleton,8,Sisyrinchium atlanticum,eastern blue eyed grass,flower,1,5 degrees
2019,6/23/19,Massachusetts,Appleton,8,Potentilla simplex,common cinquefoil,flower ,2,
2019,6/23/19,Massachusetts,Appleton,7,Vicia cracca,tufted vetch,raceme,5,340 degrees
2019,6/23/19,Massachusetts,Appleton,7,Galium mollugo,hedge bedstraw,branch off the main stem,4,
2019,6/23/19,Massachusetts,Appleton2,11,Galium mollugo,hedge bedstraw,branch off the main stem,500,354 degrees
2019,6/23/19,Massachusetts,Appleton2,11,Ranunculus sp,buttercup sp,flower,5,
2019,6/24/19,Massachusetts,Upton,2,Galium mollugo,hedge bedstraw,branch off the main stem,452,
2019,6/24/19,Massachusetts,Upton,2,Potentilla simplex,common cinquefoil,flower,5,
2019,6/24/19,Massachusetts,Upton,2,Trifolium pratense,pink clover,head,4,
2019,6/24/19,Massachusetts,Upton,2,Erigeron annuus,fleabane,head,12,
2019,6/24/19,Massachusetts,Upton,2,Houstonia caerulea,azure bluet,flower,1,
2019,6/24/19,Massachusetts,Upton,2,Rubus argutus,sawtooth blackberry,inflorescence,1,
2019,6/24/19,Massachusetts,Upton,2,Pilosella caespitosa,hawkweed,flower,2,
2019,6/24/19,Massachusetts,Upton,2,Drosera sp,sundew sp,flower,5,same as small sundew from transect 9?
2019,6/24/19,Massachusetts,Upton,2,Trifolium repens,white clover,head,6,
2019,6/24/19,Massachusetts,Upton,9,Galium mollugo,hedge bedstraw,branch off the main stem,1604,
2019,6/24/19,Massachusetts,Upton,9,Potentilla simplex,common cinquefoil,flower,5,
2019,6/24/19,Massachusetts,Upton,9,Trifolium pratense,pink clover,head,51,
2019,6/24/19,Massachusetts,Upton,9,Erigeron annuus,fleabane,head,3,
2019,6/24/19,Massachusetts,Upton,9,Houstonia caerulea,azure bluet,flower,NA,count not recorded
2019,6/24/19,Massachusetts,Upton,9,Rubus argutus,sawtooth blackberry,inflorescence,2,
2019,6/24/19,Massachusetts,Upton,9,Stellaria graminea,chickweed,flower,9,
2019,6/24/19,Massachusetts,Upton,9,Potentilla recta,sulphur cinquefoil,flower,5,
2019,6/24/19,Massachusetts,Upton,9,Melilotus officinalis,yellow clover,NA,21,
2019,6/24/19,Massachusetts,Upton,9,Trifolium repens,white clover,head,8,
2019,6/24/19,Massachusetts,Upton,9,Drosera sp,sundew sp,flower,5,same as sundew from transect 2?
2019,6/24/19,Massachusetts,Upton,7,Trifolium repens,white clover,head,6,
2019,6/24/19,Massachusetts,Upton,7,Trifolium aureum,large hop clover,NA,2,
2019,6/24/19,Massachusetts,Upton,7,Erigeron annuus,fleabane,head,8,
2019,6/24/19,Massachusetts,Upton,7,Rubus argutus,sawtooth blackberry,inflorescence,13,
2019,6/24/19,Massachusetts,Upton,7,Galium mollugo,hedge bedstraw,branch off the main stem,1524,
2019,6/26/19,Massachusetts,Upton,1,Trifolium pratense,pink clover,head,40,
2019,6/26/19,Massachusetts,Upton,1,Potentilla simplex,common cinquefoil,flower,1,
2019,6/26/19,Massachusetts,Upton,1,Erigeron annuus,fleabane,head,4,
2019,6/26/19,Massachusetts,Upton,1,Melilotus officinalis,yellow clover,NA,3,
2019,6/26/19,Massachusetts,Upton,1,Ranunculus sp,buttercup sp,flower,10,
2019,6/26/19,Massachusetts,Upton,1,Stellaria graminea,chickweed,flower,2,
2019,6/26/19,Massachusetts,Upton,1,Rosa multiflora,multiflora rose,inflorescence,5,
2019,6/26/19,Massachusetts,Upton,1,Trifolium repens,white clover,head,1,
2019,6/26/19,Massachusetts,Upton,1,Galium mollugo,hedge bedstraw,branch off the main stem,450,
2019,6/26/19,Massachusetts,Upton,4,Rosa multiflora,multiflora rose,inflorescence,6,
2019,6/26/19,Massachusetts,Upton,4,Trifolium pratense,pink clover,head,103,
2019,6/26/19,Massachusetts,Upton,4,Erigeron annuus,fleabane,head,9,
2019,6/26/19,Massachusetts,Upton,4,Melilotus officinalis,yellow clover,NA,3,
2019,6/26/19,Massachusetts,Upton,4,Potentilla recta,sulphur cinquefoil,flower,42,
2019,6/26/19,Massachusetts,Upton,4,Trifolium repens,white clover,head,1,
2019,6/26/19,Massachusetts,Upton,4,Stellaria graminea,chickweed,flower,3,
2019,6/26/19,Massachusetts,Upton,4,Galium mollugo,hedge bedstraw,branch off the main stem,573,
2019,6/26/19,Massachusetts,Upton,3,Trifolium pratense,pink clover,head,26,
2019,6/26/19,Massachusetts,Upton,3,Lobelia spicata,pale spiked lobelia,flower,11,
2019,6/26/19,Massachusetts,Upton,3,Galium mollugo,hedge bedstraw,branch off the main stem,331,
2019,6/26/19,Massachusetts,Upton,3,Melilotus officinalis,yellow clover,NA,95,
2019,6/26/19,Massachusetts,Upton,3,Potentilla recta,sulphur cinquefoil,flower,11,
2019,6/26/19,Massachusetts,Upton,3,Rosa multiflora,multiflora rose,inflorescence,10,
2019,6/26/19,Massachusetts,Upton,3,Trifolium repens,white clover,head,6,
2019,6/26/19,Massachusetts,Upton,3,Ranunculus sp,buttercup sp,flower,1,
2019,6/26/19,Massachusetts,Upton,5,Galium mollugo,hedge bedstraw,branch off the main stem,780,
2019,6/26/19,Massachusetts,Upton,5,Trifolium repens,white clover,head,10,
2019,6/26/19,Massachusetts,Upton,5,Trifolium pratense,pink clover,head,12,
2019,6/26/19,Massachusetts,Upton,5,Rosa multiflora,multiflora rose,inflorescence,9,
2019,6/26/19,Massachusetts,Upton,5,Potentilla simplex,common cinquefoil,flower,1,
2019,6/26/19,Massachusetts,Upton,5,Melilotus officinalis,yellow clover,NA,10,
2019,6/26/19,Massachusetts,Upton,5,Potentilla recta,sulphur cinquefoil,flower,1,
2019,6/26/19,Massachusetts,Upton,5,Ranunculus sp,buttercup sp,flower,11,
2019,6/26/19,Massachusetts,Upton,10,Potentilla simplex,common cinquefoil,flower,4,
2019,6/26/19,Massachusetts,Upton,10,Ranunculus sp,buttercup sp,flower,2,
2019,6/26/19,Massachusetts,Upton,10,Trifolium repens,white clover,head,18,
2019,6/26/19,Massachusetts,Upton,10,Trifolium pratense,pink clover,head,2,
2019,6/26/19,Massachusetts,Upton,10,Rosa multiflora,multiflora rose,inflorescence,4,
2019,6/26/19,Massachusetts,Upton,10,Erigeron annuus,fleabane,head,1,
2019,6/26/19,Massachusetts,Upton,10,Potentilla recta,sulphur cinquefoil,flower,2,
2019,6/26/19,Massachusetts,Upton,10,Stellaria graminea,chickweed,flower,1,
2019,6/26/19,Massachusetts,Upton,10,Galium mollugo,hedge bedstraw,branch off the main stem,881,
2019,6/26/19,Massachusetts,Upton,8,Galium mollugo,hedge bedstraw,branch off the main stem,832,
2019,6/26/19,Massachusetts,Upton,8,Erigeron annuus,fleabane,head,3,
2019,6/26/19,Massachusetts,Upton,8,Trifolium pratense,pink clover,head,31,
2019,6/26/19,Massachusetts,Upton,8,Trifolium repens,white clover,head,17,
2019,6/26/19,Massachusetts,Upton,8,Potentilla simplex,common cinquefoil,flower,18,
2019,6/26/19,Massachusetts,Upton,8,Leucanthemum vulgare,oxeye daisy,head,7,
2019,6/26/19,Massachusetts,Upton,8,Stellaria graminea,chickweed,flower,10,
2019,6/26/19,Massachusetts,Upton,8,Ranunculus sp,buttercup sp,flower,25,
2019,6/26/19,Massachusetts,Upton,8,Melilotus officinalis,yellow clover,NA,6,
2019,6/26/19,Massachusetts,Upton,6,Ranunculus sp,buttercup sp,flower,2,
2019,6/26/19,Massachusetts,Upton,6,Trifolium pratense,pink clover,head,13,
2019,6/26/19,Massachusetts,Upton,6,Potentilla recta,sulphur cinquefoil,flower,1,
2019,6/26/19,Massachusetts,Upton,6,Galium mollugo,hedge bedstraw,branch off the main stem,178,
2019,6/26/19,Massachusetts,Upton,6,Trifolium repens,white clover,head,32,
2019,6/26/19,Massachusetts,Upton,6,Rosa multiflora,multiflora rose,inflorescence,3,
2019,6/26/19,Massachusetts,Upton,6,Erigeron annuus,fleabane,head,29,
2019,6/26/19,Massachusetts,Upton,6,Melilotus officinalis,yellow clover,NA,20,
2019,7/2/19,Massachusetts,Harvard,1,Lysimachia terrestris,swamp candles,spike,2,
2019,7/2/19,Massachusetts,Harvard,1,Vicia cracca,tufted vetch,raceme,99,
2019,7/2/19,Massachusetts,Harvard,1,Stellaria graminea,chickweed,flower,2,
2019,7/2/19,Massachusetts,Harvard,1,Trifolium pratense,pink clover,head,9,
2019,7/2/19,Massachusetts,Harvard,1,Galium mollugo,hedge bedstraw,branch off the main stem,74,
2019,7/2/19,Massachusetts,Harvard,3,Vicia cracca,tufted vetch,raceme,13,
2019,7/2/19,Massachusetts,Harvard,3,Galium mollugo,hedge bedstraw,branch off the main stem,21,
2019,7/2/19,Massachusetts,Harvard,4,Lysimachia terrestris,swamp candles,spike,14,
2019,7/2/19,Massachusetts,Harvard,4,Vicia cracca,tufted vetch,raceme,23,
2019,7/2/19,Massachusetts,Harvard,4,Trifolium pratense,pink clover,head,39,
2019,7/2/19,Massachusetts,Harvard,4,Stellaria graminea,chickweed,flower,9,
2019,7/2/19,Massachusetts,Harvard,4,Ranunculus sp,buttercup sp,flower,20,
2019,7/2/19,Massachusetts,Harvard,4,Rhinanthus minor,yellow rattle,flower,31,
2019,7/2/19,Massachusetts,Harvard,2,Ranunculus sp,buttercup sp,flower,5,
2019,7/2/19,Massachusetts,Harvard,2,Vicia cracca,tufted vetch,raceme,12,
2019,7/2/19,Massachusetts,Harvard,2,Stellaria graminea,chickweed,flower,2,
2019,7/2/19,Massachusetts,Harvard,2,Galium mollugo,hedge bedstraw,branch off the main stem,NA,count not recorded
2019,7/2/19,Massachusetts,Harvard,2,Rosa multiflora,multiflora rose,inflorescence,3,
2019,7/2/19,Massachusetts,Harvard,2,Lysimachia terrestris,swamp candles,spike,17,
2019,7/2/19,Massachusetts,Harvard,2,Asclepias incarnata,swamp milkweed,inflorescence,1,
2019,7/2/19,Massachusetts,Harvard,5,Trifolium pratense,pink clover,head,6,
2019,7/2/19,Massachusetts,Harvard,5,Rhinanthus minor,yellow rattle,flower,97,
2019,7/2/19,Massachusetts,Harvard,5,Leucanthemum vulgare,oxeye daisy,head,3,
2019,7/2/19,Massachusetts,Harvard,5,Stellaria graminea,chickweed,flower,12,
2019,7/2/19,Massachusetts,Harvard,5,Galium mollugo,hedge bedstraw,branch off the main stem,1,
2019,7/2/19,Massachusetts,Harvard,6,Vicia cracca,tufted vetch,raceme,14,
2019,7/2/19,Massachusetts,Harvard,6,Stellaria graminea,chickweed,flower,22,
2019,7/2/19,Massachusetts,Harvard,6,Galium mollugo,hedge bedstraw,branch off the main stem,184,
2019,7/2/19,Massachusetts,Harvard,7,Lysimachia terrestris,swamp candles,spike,5,
2019,7/2/19,Massachusetts,Harvard,7,Galium mollugo,hedge bedstraw,branch off the main stem,250,
2019,7/2/19,Massachusetts,Harvard,7,Vicia cracca,tufted vetch,raceme,38,
2019,7/2/19,Massachusetts,Harvard,7,Stellaria graminea,chickweed,flower,37,
2019,7/2/19,Massachusetts,Harvard,8,Vicia cracca,tufted vetch,raceme,24,
2019,7/2/19,Massachusetts,Harvard,8,Stellaria graminea,chickweed,flower,17,
2019,7/2/19,Massachusetts,Harvard,8,Potentilla simplex,common cinquefoil,flower ,2,
2019,7/2/19,Massachusetts,Harvard,8,Hypericum perforatum,common st johns wort,flower,1,
2019,7/2/19,Massachusetts,Harvard,9,Lysimachia terrestris,swamp candles,spike,62,
2019,7/2/19,Massachusetts,Harvard,9,Stellaria graminea,chickweed,flower,46,
2019,7/2/19,Massachusetts,Harvard,9,Vicia cracca,tufted vetch,raceme,7,
2019,7/2/19,Massachusetts,Harvard,9,Galium mollugo,hedge bedstraw,branch off the main stem,7,
2019,7/2/19,Massachusetts,Harvard,10,Galium mollugo,hedge bedstraw,branch off the main stem,276,
2019,7/2/19,Massachusetts,Harvard,10,Vicia cracca,tufted vetch,raceme,13,
2019,7/2/19,Massachusetts,Harvard,10,Stellaria graminea,chickweed,flower,125,
2019,7/3/19,Massachusetts,Appleton,2,NA,NA,NA,NA,no flowering plants
2019,7/3/19,Massachusetts,Appleton,3,NA,NA,NA,NA,no flowering plants
2019,7/3/19,Massachusetts,Appleton,4,Galium mollugo,hedge bedstraw,branch off the main stem,154,
2019,7/3/19,Massachusetts,Appleton,4,Lysimachia terrestris,swamp candles,spike,1,
2019,7/3/19,Massachusetts,Appleton,6,Vicia cracca,tufted vetch,raceme,20,
2019,7/3/19,Massachusetts,Appleton,6,Potentilla simplex,common cinquefoil,flower ,2,
2019,7/3/19,Massachusetts,Appleton,5,Vicia cracca,tufted vetch,raceme,38,
2019,7/3/19,Massachusetts,Appleton,5,Stellaria graminea,chickweed,flower,6,
2019,7/3/19,Massachusetts,Appleton,5,Thalictrum sp,meadow rue sp,NA,45,
