Year,Date,State,Site,Transect,PlantID,CommonName,FloweringUnit,Count,Notes
2019,7/3/19,Massachusetts,Appleton,5,Potentilla simplex,common cinquefoil,flower ,2,
2019,7/3/19,Massachusetts,Appleton,10,Galium mollugo,hedge bedstraw,branch off the main stem,207,
2019,7/3/19,Massachusetts,Appleton,10,Vicia cracca,tufted vetch,raceme,37,
2019,7/3/19,Massachusetts,Appleton,9,Potentilla simplex,common cinquefoil,flower ,2,
2019,7/3/19,Massachusetts,Appleton,9,Lysimachia terrestris,swamp candles,spike,2,
2019,7/3/19,Massachusetts,Appleton,9,Sisyrinchium atlanticum,eastern blue eyed grass,flower,2,
2019,7/3/19,Massachusetts,Appleton,9,Rubus argutus,sawtooth blackberry,inflorescence,15,
2019,7/3/19,Massachusetts,Appleton,9,Achillea millefolium,yarrow,head,8,
2019,7/3/19,Massachusetts,Appleton,9,Vicia cracca,tufted vetch,raceme,8,
2019,7/3/19,Massachusetts,Appleton,8,Vicia cracca,tufted vetch,raceme,12,
2019,7/3/19,Massachusetts,Appleton,8,Lysimachia terrestris,swamp candles,spike,3,
2019,7/3/19,Massachusetts,Appleton,1,Thalictrum sp,meadow rue sp,NA,18,
2019,7/3/19,Massachusetts,Appleton,1,Lysimachia terrestris,swamp candles,spike,2,
2019,7/3/19,Massachusetts,Appleton,7,Vicia cracca,tufted vetch,raceme,15,
2019,7/3/19,Massachusetts,Appleton,7,Thalictrum sp,meadow rue sp,NA,36,
2019,7/3/19,Massachusetts,Appleton,7,Galium mollugo,hedge bedstraw,branch off the main stem,11,
2019,7/13/19,Massachusetts,Upton,2,Trifolium pratense,pink clover,head,1,
2019,7/13/19,Massachusetts,Upton,2,Rudbeckia hirta,black eyed susan,flower head,19,
2019,7/13/19,Massachusetts,Upton,2,Erigeron annuus,fleabane,head,107,
2019,7/13/19,Massachusetts,Upton,1,Trifolium pratense,pink clover,head,9,
2019,7/13/19,Massachusetts,Upton,1,Rudbeckia hirta,black eyed susan,flower head,36,
2019,7/13/19,Massachusetts,Upton,1,Erigeron annuus,fleabane,head,2,
2019,7/13/19,Massachusetts,Upton,4,Rudbeckia hirta,black eyed susan,flower head,103,
2019,7/13/19,Massachusetts,Upton,4,Trifolium pratense,pink clover,head,15,
2019,7/13/19,Massachusetts,Upton,4,Erigeron annuus,fleabane,head,76,
2019,7/13/19,Massachusetts,Upton,4,Potentilla recta,sulphur cinquefoil,flower,3,
2019,7/13/19,Massachusetts,Upton,4,Achillea millefolium,yarrow,head,15,
2019,7/13/19,Massachusetts,Upton,5,Trifolium pratense,pink clover,head,8,
2019,7/13/19,Massachusetts,Upton,5,Rudbeckia hirta,black eyed susan,flower head,42,
2019,7/13/19,Massachusetts,Upton,5,Rubus argutus,sawtooth blackberry,inflorescence,5,
2019,7/13/19,Massachusetts,Upton,5,Galium mollugo,hedge bedstraw,branch off the main stem,10,
2019,7/13/19,Massachusetts,Upton,6,Rudbeckia hirta,black eyed susan,flower head,48,
2019,7/13/19,Massachusetts,Upton,6,Erigeron annuus,fleabane,head,61,
2019,7/13/19,Massachusetts,Upton,6,Melilotus officinalis,yellow clover,NA,20,
2019,7/13/19,Massachusetts,Upton,6,Trifolium pratense,pink clover,head,11,
2019,7/13/19,Massachusetts,Upton,6,Hypericum perforatum,common st johns wort,flower,3,
2019,7/13/19,Massachusetts,Upton,8,Rudbeckia hirta,black eyed susan,flower head,99,
2019,7/13/19,Massachusetts,Upton,8,Trifolium pratense,pink clover,head,22,
2019,7/13/19,Massachusetts,Upton,8,Erigeron annuus,fleabane,head,4,
2019,7/13/19,Massachusetts,Upton,8,Galium mollugo,hedge bedstraw,branch off the main stem,11,
2019,7/13/19,Massachusetts,Upton,8,Leucanthemum vulgare,oxeye daisy,head,1,
2019,7/13/19,Massachusetts,Upton,8,Hypericum perforatum,common st johns wort,flower,1,
2019,7/13/19,Massachusetts,Upton,10,Rudbeckia hirta,black eyed susan,flower head,25,
2019,7/13/19,Massachusetts,Upton,10,Galium mollugo,hedge bedstraw,branch off the main stem,6,
2019,7/13/19,Massachusetts,Upton,10,Ranunculus sp,buttercup sp,flower,2,
2019,7/13/19,Massachusetts,Upton,10,Trifolium pratense,pink clover,head,1,
2019,7/13/19,Massachusetts,Upton,10,Erigeron annuus,fleabane,head,6,
2019,7/13/19,Massachusetts,Upton,9,Rudbeckia hirta,black eyed susan,flower head,66,
2019,7/13/19,Massachusetts,Upton,9,Erigeron annuus,fleabane,head,19,
2019,7/13/19,Massachusetts,Upton,9,Potentilla recta,sulphur cinquefoil,flower,2,
2019,7/13/19,Massachusetts,Upton,9,Melilotus officinalis,yellow clover,NA,4,
2019,7/13/19,Massachusetts,Upton,9,Trifolium pratense,pink clover,head,22,
2019,7/13/19,Massachusetts,Upton,7,Rudbeckia hirta,black eyed susan,flower head,11,
2019,7/13/19,Massachusetts,Upton,7,Erigeron annuus,fleabane,head,25,
2019,7/13/19,Massachusetts,Upton,3,Rudbeckia hirta,black eyed susan,flower head,37,
2019,7/13/19,Massachusetts,Upton,3,Melilotus officinalis,yellow clover,NA,71,
2019,7/13/19,Massachusetts,Upton,3,Erigeron annuus,fleabane,head,4,
2019,7/13/19,Massachusetts,Upton,3,Galium mollugo,hedge bedstraw,branch off the main stem,4,
2019,7/16/19,Massachusetts,Harvard,1,Vicia cracca,tufted vetch,raceme,73,
2019,7/16/19,Massachusetts,Harvard,1,Galium mollugo,hedge bedstraw,branch off the main stem,13,
2019,7/16/19,Massachusetts,Harvard,1,Ranunculus sp,buttercup sp,flower,6,
2019,7/16/19,Massachusetts,Harvard,1,Lysimachia terrestris,swamp candles,spike,10,
2019,7/16/19,Massachusetts,Harvard,2,Vicia cracca,tufted vetch,raceme,11,
2019,7/16/19,Massachusetts,Harvard,2,Lysimachia terrestris,swamp candles,spike,133,
2019,7/16/19,Massachusetts,Harvard,2,Asclepias sp,milkweed sp,Inflorescence,3,
2019,7/16/19,Massachusetts,Harvard,3,Lysimachia terrestris,swamp candles,spike,11,
2019,7/16/19,Massachusetts,Harvard,3,Ranunculus sp,buttercup sp,flower,2,
2019,7/16/19,Massachusetts,Harvard,4,Lysimachia terrestris,swamp candles,spike,18,
2019,7/16/19,Massachusetts,Harvard,4,Vicia cracca,tufted vetch,raceme,9,
2019,7/16/19,Massachusetts,Harvard,4,Ranunculus sp,buttercup sp,flower,1,
2019,7/16/19,Massachusetts,Harvard,4,Trifolium pratense,pink clover,head,10,
2019,7/16/19,Massachusetts,Harvard,5,Vicia cracca,tufted vetch,raceme,1,
2019,7/16/19,Massachusetts,Harvard,5,Hypericum perforatum,common st johns wort,flower,6,
2019,7/16/19,Massachusetts,Harvard,5,Trifolium pratense,pink clover,head,1,
2019,7/16/19,Massachusetts,Harvard,6,Galium mollugo,hedge bedstraw,branch off the main stem,10,
2019,7/16/19,Massachusetts,Harvard,6,Stellaria graminea,chickweed,flower,7,
2019,7/16/19,Massachusetts,Harvard,6,Vicia cracca,tufted vetch,raceme,15,
2019,7/16/19,Massachusetts,Harvard,7,Galium mollugo,hedge bedstraw,branch off the main stem,48,
2019,7/16/19,Massachusetts,Harvard,7,Potentilla recta,sulphur cinquefoil,flower,1,
2019,7/16/19,Massachusetts,Harvard,7,Vicia cracca,tufted vetch,raceme,9,
2019,7/16/19,Massachusetts,Harvard,7,Stellaria graminea,chickweed,flower,18,
2019,7/16/19,Massachusetts,Harvard,8,Vicia cracca,tufted vetch,raceme,48,
2019,7/16/19,Massachusetts,Harvard,8,Hypericum perforatum,common st johns wort,flower,15,
2019,7/16/19,Massachusetts,Harvard,8,Galium mollugo,hedge bedstraw,branch off the main stem,31,
2019,7/16/19,Massachusetts,Harvard,8,Erigeron annuus,fleabane,head,2,
2019,7/16/19,Massachusetts,Harvard,8,Ranunculus sp,buttercup sp,flower,1,
2019,7/16/19,Massachusetts,Harvard,8,Stellaria graminea,chickweed,flower,13,
2019,7/16/19,Massachusetts,Harvard,8,Oxalis sp,wood sorrel sp,NA,1,
2019,7/16/19,Massachusetts,Harvard,9,Lysimachia terrestris,swamp candles,spike,27,
2019,7/16/19,Massachusetts,Harvard,9,Stellaria graminea,chickweed,flower,18,
2019,7/16/19,Massachusetts,Harvard,9,Galium mollugo,hedge bedstraw,branch off the main stem,7,
2019,7/16/19,Massachusetts,Harvard,10,Vicia cracca,tufted vetch,raceme,5,
2019,7/16/19,Massachusetts,Harvard,10,Stellaria graminea,chickweed,flower,17,
2019,7/16/19,Massachusetts,Harvard,10,Galium mollugo,hedge bedstraw,branch off the main stem,30,
2019,7/17/19,Massachusetts,Appleton,2,NA,NA,NA,NA,no flowering plants
2019,7/17/19,Massachusetts,Appleton,3,Lythrum salicaria,purple loosestrife,spike,1,
2019,7/17/19,Massachusetts,Appleton,4,Lysimachia terrestris,swamp candles,spike,26,
2019,7/17/19,Massachusetts,Appleton,4,Myosotis laxa,forget me not,NA,12,
2019,7/17/19,Massachusetts,Appleton,5,Vicia cracca,tufted vetch,raceme,17,
2019,7/17/19,Massachusetts,Appleton,5,Lythrum salicaria,purple loosestrife,spike,1,
2019,7/17/19,Massachusetts,Appleton,5,Solidago altissima,tall goldenrod,branch off the main stem,4,
2019,7/17/19,Massachusetts,Appleton,6,Vicia cracca,tufted vetch,raceme,45,
2019,7/17/19,Massachusetts,Appleton,10,Lythrum salicaria,purple loosestrife,spike,24,
2019,7/17/19,Massachusetts,Appleton,10,Vicia cracca,tufted vetch,raceme,9,
2019,7/17/19,Massachusetts,Appleton,10,Lysimachia terrestris,swamp candles,spike,1,
2019,7/17/19,Massachusetts,Appleton,9,Solidago altissima,tall goldenrod,branch off the main stem,1,
2019,7/17/19,Massachusetts,Appleton,9,Lysimachia terrestris,swamp candles,spike,3,
2019,7/17/19,Massachusetts,Appleton,9,Achillea millefolium,yarrow,head,3,
2019,7/17/19,Massachusetts,Appleton,9,Vicia cracca,tufted vetch,raceme,3,
2019,7/17/19,Massachusetts,Appleton,8,Vicia cracca,tufted vetch,raceme,1,
2019,7/17/19,Massachusetts,Appleton,8,Lysimachia terrestris,swamp candles,spike,1,
2019,7/17/19,Massachusetts,Appleton,7,Lythrum salicaria,purple loosestrife,spike,31,
2019,7/17/19,Massachusetts,Appleton,1,Lythrum salicaria,purple loosestrife,spike,1,
2019,7/17/19,Massachusetts,Appleton2,11,Vicia cracca,tufted vetch,raceme,14,
2019,7/17/19,Massachusetts,Appleton2,11,Hypericum perforatum,common st johns wort,flower,23,
2019,7/17/19,Massachusetts,Appleton2,11,NA,NA,NA,29,unidentified. pic 7
2019,7/25/19,Massachusetts,Upton,10,Rudbeckia hirta,black eyed susan,flower head,43,
2019,7/25/19,Massachusetts,Upton,10,Prunella vulgaris,selfheal,NA,6,James has photo
2019,7/25/19,Massachusetts,Upton,10,Erigeron annuus,fleabane,head,12,
2019,7/25/19,Massachusetts,Upton,10,Trifolium repens,white clover,head,1,
2019,7/25/19,Massachusetts,Upton,9,Rudbeckia hirta,black eyed susan,flower head,80,
2019,7/25/19,Massachusetts,Upton,9,Erigeron annuus,fleabane,head,38,
2019,7/25/19,Massachusetts,Upton,9,Galium mollugo,hedge bedstraw,branch off the main stem,12,
2019,7/25/19,Massachusetts,Upton,9,Potentilla recta,sulphur cinquefoil,flower,1,
2019,7/25/19,Massachusetts,Upton,9,Trifolium pratense,pink clover,head,12,
2019,7/25/19,Massachusetts,Upton,7,Rudbeckia hirta,black eyed susan,flower head,12,
2019,7/25/19,Massachusetts,Upton,7,Erigeron annuus,fleabane,head,14,
2019,7/25/19,Massachusetts,Upton,8,Rudbeckia hirta,black eyed susan,flower head,84,
2019,7/25/19,Massachusetts,Upton,8,Daucus carota,queen annes lace,head,3,
2019,7/25/19,Massachusetts,Upton,8,Trifolium pratense,pink clover,head,5,
2019,7/25/19,Massachusetts,Upton,8,Solidago altissima,tall goldenrod,branch off the main stem,2,shoots off main stem
2019,7/25/19,Massachusetts,Upton,5,Rudbeckia hirta,black eyed susan,flower head,45,
2019,7/25/19,Massachusetts,Upton,6,Rudbeckia hirta,black eyed susan,flower head,55,
2019,7/25/19,Massachusetts,Upton,6,Trifolium pratense,pink clover,head,9,
2019,7/25/19,Massachusetts,Upton,6,Tanacetum parthenium,american feverfew,NA,15,
2019,7/25/19,Massachusetts,Upton,6,Erigeron annuus,fleabane,head,1,
2019,7/25/19,Massachusetts,Upton,4,Rudbeckia hirta,black eyed susan,flower head,118,
2019,7/25/19,Massachusetts,Upton,4,Erigeron annuus,fleabane,head,90,
2019,7/25/19,Massachusetts,Upton,4,Trifolium pratense,pink clover,head,17,
2019,7/25/19,Massachusetts,Upton,4,Hypericum perforatum,common st johns wort,flower,1,
2019,7/25/19,Massachusetts,Upton,4,Lobelia spicata,pale spiked lobelia,flower,3,think it's been ID'd before
2019,7/25/19,Massachusetts,Upton,4,Daucus carota,queen annes lace,head,1,
2019,7/25/19,Massachusetts,Upton,1,Rudbeckia hirta,black eyed susan,flower head,41,
2019,7/25/19,Massachusetts,Upton,1,Daucus carota,queen annes lace,head,4,
2019,7/25/19,Massachusetts,Upton,1,Trifolium pratense,pink clover,head,9,
2019,7/25/19,Massachusetts,Upton,1,Erigeron annuus,fleabane,head,8,
2019,7/25/19,Massachusetts,Upton,2,Erigeron annuus,fleabane,head,15,
2019,7/25/19,Massachusetts,Upton,2,Rudbeckia hirta,black eyed susan,flower head,10,
2019,7/25/19,Massachusetts,Upton,2,Daucus carota,queen annes lace,head,1,
2019,7/25/19,Massachusetts,Upton,3,Rudbeckia hirta,black eyed susan,flower head,26,
2019,7/25/19,Massachusetts,Upton,3,Trifolium aureum,large hop clover,NA,5,
2019,7/25/19,Massachusetts,Upton,3,Trifolium pratense,pink clover,head,7,
2019,7/30/19,Massachusetts,Harvard,6,Galium mollugo,hedge bedstraw,branch off the main stem,27,
2019,7/30/19,Massachusetts,Harvard,6,Vicia cracca,tufted vetch,raceme,12,
2019,7/30/19,Massachusetts,Harvard,6,Solidago altissima,tall goldenrod,branch off the main stem,9,branches off stem
2019,7/30/19,Massachusetts,Harvard,10,Galium mollugo,hedge bedstraw,branch off the main stem,138,
2019,7/30/19,Massachusetts,Harvard,10,Vicia cracca,tufted vetch,raceme,3,
2019,7/30/19,Massachusetts,Harvard,10,Stellaria graminea,chickweed,flower,16,
2019,7/30/19,Massachusetts,Harvard,7,Solidago altissima,tall goldenrod,branch off the main stem,2,
2019,7/30/19,Massachusetts,Harvard,7,Vicia cracca,tufted vetch,raceme,17,
2019,7/30/19,Massachusetts,Harvard,7,Galium mollugo,hedge bedstraw,branch off the main stem,20,
2019,7/30/19,Massachusetts,Harvard,7,Daucus carota,queen annes lace,head,2,head
2019,7/30/19,Massachusetts,Harvard,7,Oxalis stricta,oxalis,flower,3,
2019,7/30/19,Massachusetts,Harvard,9,Mimulus ringens,monkey flower,NA,16,"opp leaves, James photo"
2019,7/30/19,Massachusetts,Harvard,9,Solidago altissima,tall goldenrod,branch off the main stem,20,
2019,7/30/19,Massachusetts,Harvard,9,Vicia cracca,tufted vetch,raceme,1,
2019,7/30/19,Massachusetts,Harvard,9,Eutrochium dubium,eastern joe pye weed,inflorescence,11,"clusters on head, James photos, leaves opposite"
2019,7/30/19,Massachusetts,Harvard,9,Lysimachia terrestris,swamp candles,spike,1,
2019,7/30/19,Massachusetts,Harvard,9,Mentha arevensis,wild mint,inflorescence,22,
2019,7/30/19,Massachusetts,Harvard,8,Stellaria graminea,chickweed,flower,3,
2019,7/30/19,Massachusetts,Harvard,8,Oxalis stricta,oxalis,flower,5,
2019,7/30/19,Massachusetts,Harvard,8,Vicia cracca,tufted vetch,raceme,14,
2019,7/30/19,Massachusetts,Harvard,8,Daucus carota,queen annes lace,head,3,
2019,7/30/19,Massachusetts,Harvard,8,Solidago altissima,tall goldenrod,branch off the main stem,3,
2019,7/30/19,Massachusetts,Harvard,5,Euthamia graminifolia,lance leaved goldenrod,branch off the main stem,133,clusters (several/plant)
2019,7/30/19,Massachusetts,Harvard,5,Hypericum perforatum,common st johns wort,flower,1,
2019,7/30/19,Massachusetts,Harvard,5,Vicia cracca,tufted vetch,raceme,1,
2019,7/30/19,Massachusetts,Harvard,5,Oxalis stricta,oxalis,flower,1,
2019,7/30/19,Massachusetts,Harvard,5,Trifolium pratense,pink clover,head,2,
2019,7/30/19,Massachusetts,Harvard,5,Prunella vulgaris,selfheal,NA,1,Ivara has photos
2019,7/30/19,Massachusetts,Harvard,4,Vicia cracca,tufted vetch,raceme,6,
2019,7/30/19,Massachusetts,Harvard,4,Trifolium pratense,pink clover,head,4,
2019,7/30/19,Massachusetts,Harvard,3,Solidago altissima,tall goldenrod,branch off the main stem,168,
2019,7/30/19,Massachusetts,Harvard,3,Euthamia graminifolia,lance leaved goldenrod,branch off the main stem,324,
2019,7/30/19,Massachusetts,Harvard,3,Lythrum salicaria,purple loosestrife,spike,47,
2019,7/30/19,Massachusetts,Harvard,3,Daucus carota,queen annes lace,head,1,
2019,7/30/19,Massachusetts,Harvard,2,Euthamia graminifolia,lance leaved goldenrod,branch off the main stem,4,
2019,7/30/19,Massachusetts,Harvard,2,Vicia cracca,tufted vetch,raceme,13,
2019,7/30/19,Massachusetts,Harvard,2,Solidago altissima,tall goldenrod,branch off the main stem,3,
2019,7/30/19,Massachusetts,Harvard,2,Oxalis stricta,oxalis,flower,1,
2019,7/30/19,Massachusetts,Harvard,1,Vicia cracca,tufted vetch,raceme,18,
2019,7/30/19,Massachusetts,Harvard,1,Galium mollugo,hedge bedstraw,branch off the main stem,33,
2019,7/30/19,Massachusetts,Harvard,1,Persicaria sagittata,tearthumb,flower,3,
2019,7/30/19,Massachusetts,Harvard,1,Trifolium pratense,pink clover,head,8,
2019,7/30/19,Massachusetts,Harvard,1,Daucus carota,queen annes lace,head,3,
2019,7/30/19,Massachusetts,Harvard,1,Solidago altissima,tall goldenrod,branch off the main stem,3,
2019,7/30/19,Massachusetts,Harvard,1,Oxalis stricta,oxalis,flower,5,
2019,8/1/19,Massachusetts,Appleton,10,Lythrum salicaria,purple loosestrife,spike,428,
2019,8/1/19,Massachusetts,Appleton,10,Solidago altissima,tall goldenrod,branch off the main stem,33,
2019,8/1/19,Massachusetts,Appleton,10,Persicaria sagittata,tearthumb,flower,129,
2019,8/1/19,Massachusetts,Appleton,10,Vicia cracca,tufted vetch,raceme,8,
2019,8/1/19,Massachusetts,Appleton,9,Solidago altissima,tall goldenrod,branch off the main stem,19,
2019,8/1/19,Massachusetts,Appleton,8,Lythrum salicaria,purple loosestrife,spike,198,
2019,8/1/19,Massachusetts,Appleton,8,Persicaria sagittata,tearthumb,flower,52,
2019,8/1/19,Massachusetts,Appleton,8,Solidago altissima,tall goldenrod,branch off the main stem,154,
2019,8/1/19,Massachusetts,Appleton,7,Lythrum salicaria,purple loosestrife,spike,81,
2019,8/1/19,Massachusetts,Appleton,7,Persicaria sagittata,tearthumb,flower,23,
2019,8/1/19,Massachusetts,Appleton,7,Vicia cracca,tufted vetch,raceme,3,
2019,8/1/19,Massachusetts,Appleton,7,Solidago altissima,tall goldenrod,branch off the main stem,72,
2019,8/1/19,Massachusetts,Appleton,7,NA,NA,whole flower heads,28,unidentified. white puffy
2019,8/1/19,Massachusetts,Appleton,6,Impatiens capensis,jewelweed,flower,3,
2019,8/1/19,Massachusetts,Appleton,6,Oxalis stricta,oxalis,flower,1,
2019,8/1/19,Massachusetts,Appleton,6,Lythrum salicaria,purple loosestrife,spike,6,
2019,8/1/19,Massachusetts,Appleton,6,Vicia cracca,tufted vetch,raceme,1,
2019,8/1/19,Massachusetts,Appleton,5,Lythrum salicaria,purple loosestrife,spike,81,
2019,8/1/19,Massachusetts,Appleton,5,Solidago altissima,tall goldenrod,branch off the main stem,76,
2019,8/1/19,Massachusetts,Appleton,5,Persicaria sagittata,tearthumb,flower,8,
2019,8/1/19,Massachusetts,Appleton,5,Vicia cracca,tufted vetch,raceme,6,
2019,8/1/19,Massachusetts,Appleton,4,NA,NA,NA,NA,no flowering plants
2019,8/1/19,Massachusetts,Appleton,3,Lythrum salicaria,purple loosestrife,spike,101,
2019,8/1/19,Massachusetts,Appleton,3,Solidago altissima,tall goldenrod,branch off the main stem,10,
2019,8/1/19,Massachusetts,Appleton,2,Lythrum salicaria,purple loosestrife,spike,11,
2019,8/1/19,Massachusetts,Appleton,2,Euthamia graminifolia,lance leaved goldenrod,branch off the main stem,8,
2019,8/1/19,Massachusetts,Appleton,2,Persicaria sagittata,tearthumb,flower,2,
2019,8/1/19,Massachusetts,Appleton,1,Persicaria sagittata,tearthumb,flower,37,
2019,8/1/19,Massachusetts,Appleton,1,Lythrum salicaria,purple loosestrife,spike,50,
2019,8/1/19,Massachusetts,Appleton,1,Vicia cracca,tufted vetch,raceme,3,
2019,8/1/19,Massachusetts,Appleton,1,Solidago altissima,tall goldenrod,branch off the main stem,32,
2019,8/1/19,Massachusetts,Appleton2,11,Vicia cracca,tufted vetch,raceme,9,
2019,8/1/19,Massachusetts,Appleton2,11,Daucus carota,queen annes lace,head,8,
2019,8/1/19,Massachusetts,Appleton2,11,Solidago altissima,tall goldenrod,branch off the main stem,4,
2019,8/1/19,Massachusetts,Appleton2,11,Lathyrus pratensis,meadow vetchling,NA,10,
2019,8/1/19,Massachusetts,Appleton2,11,Hypericum perforatum,common st johns wort,flower,2,
2019,8/10/19,Massachusetts,Appleton,1,Lythrum salicaria,purple loosestrife,spike,67,
2019,8/10/19,Massachusetts,Appleton,1,Persicaria sagittata,tearthumb,flower,186,
2019,8/10/19,Massachusetts,Appleton,1,Eutrochium dubium,eastern joe pye weed,inflorescence,48,
2019,8/10/19,Massachusetts,Appleton,9,Mentha arevensis,wild mint,inflorescence,8,
2019,8/10/19,Massachusetts,Appleton,9,Vicia cracca,tufted vetch,raceme,1,
2019,8/10/19,Massachusetts,Appleton,9,Solidago altissima,tall goldenrod,branch off the main stem,115,
2019,8/10/19,Massachusetts,Appleton,10,Solidago altissima,tall goldenrod,branch off the main stem,114,
2019,8/10/19,Massachusetts,Appleton,10,Lythrum salicaria,purple loosestrife,spike,191,
2019,8/10/19,Massachusetts,Appleton,10,Persicaria sagittata,tearthumb,flower,382,
2019,8/10/19,Massachusetts,Appleton,10,Mentha arevensis,wild mint,inflorescence,57,
2019,8/10/19,Massachusetts,Appleton,10,Eutrochium dubium,eastern joe pye weed,inflorescence,1,
2019,8/10/19,Massachusetts,Appleton,8,Lythrum salicaria,purple loosestrife,spike,228,
2019,8/10/19,Massachusetts,Appleton,8,Solidago altissima,tall goldenrod,branch off the main stem,153,
2019,8/10/19,Massachusetts,Appleton,8,Persicaria sagittata,tearthumb,flower,57,
2019,8/10/19,Massachusetts,Appleton,7,Lythrum salicaria,purple loosestrife,spike,48,
2019,8/10/19,Massachusetts,Appleton,7,Persicaria sagittata,tearthumb,flower,30,
2019,8/10/19,Massachusetts,Appleton,7,Solidago altissima,tall goldenrod,branch off the main stem,161,
2019,8/10/19,Massachusetts,Appleton,7,NA,NA,NA,29,privet?
2019,8/10/19,Massachusetts,Appleton,6,Lythrum salicaria,purple loosestrife,spike,23,
2019,8/10/19,Massachusetts,Appleton,6,Vicia cracca,tufted vetch,raceme,4,
2019,8/10/19,Massachusetts,Appleton,6,Impatiens capensis,jewelweed,flower,2,
2019,8/10/19,Massachusetts,Appleton,5,Lythrum salicaria,purple loosestrife,spike,132,
2019,8/10/19,Massachusetts,Appleton,5,Persicaria sagittata,tearthumb,flower,22,
2019,8/10/19,Massachusetts,Appleton,5,Solidago altissima,tall goldenrod,branch off the main stem,107,
2019,8/10/19,Massachusetts,Appleton,5,Asclepias syriaca,common milkweed,head,1,
2019,8/10/19,Massachusetts,Appleton,5,Vicia cracca,tufted vetch,raceme,3,
2019,8/10/19,Massachusetts,Appleton,4,Impatiens capensis,jewelweed,flower,2,
2019,8/10/19,Massachusetts,Appleton,3,Lythrum salicaria,purple loosestrife,spike,85,
2019,8/10/19,Massachusetts,Appleton,3,Eutrochium dubium,eastern joe pye weed,inflorescence,245,
2019,8/10/19,Massachusetts,Appleton,3,Solidago altissima,tall goldenrod,branch off the main stem,14,
2019,8/10/19,Massachusetts,Appleton,3,Mentha arevensis,wild mint,inflorescence,9,
2019,8/10/19,Massachusetts,Appleton,2,Euthamia graminifolia,lance leaved goldenrod,branch off the main stem,49,
2019,8/10/19,Massachusetts,Appleton,2,Lythrum salicaria,purple loosestrife,spike,54,
2019,8/10/19,Massachusetts,Appleton,2,Vicia cracca,tufted vetch,raceme,2,
2019,8/10/19,Massachusetts,Appleton,2,Solidago altissima,tall goldenrod,branch off the main stem,34,
2019,8/10/19,Massachusetts,Appleton,2,Persicaria sagittata,tearthumb,flower,9,
2019,8/10/19,Massachusetts,Appleton2,11,Daucus carota,queen annes lace,head,8,
2019,8/10/19,Massachusetts,Appleton2,11,Vicia cracca,tufted vetch,raceme,11,
2019,8/10/19,Massachusetts,Appleton2,11,Hypericum perforatum,common st johns wort,flower,8,
2019,8/10/19,Massachusetts,Appleton2,11,Galium mollugo,hedge bedstraw,branch off the main stem,53,
2019,8/10/19,Massachusetts,Appleton2,11,Lathyrus pratensis,meadow vetchling,NA,22,